uid,fold
kbp2qd6v,0
asifpwio,0
xd9css9t,2
oqw9ja2m,2
0w10lbt3,4
g2qzw3c1,4
qkbhb7s9,4
t64z7w2s,1
ehe2atn2,1
twdl9zs1,4
3c9xqym5,0
2xg8p6be,3
fflzm764,3
jwtektsg,2
7fxzv4u3,4
bbxux1ox,2
rwk8r2yk,1
ccprhvlz,2
049enulq,3
jidknwi5,4
flul1rsr,1
la8s8hmb,4
r5xqt4p5,3
01nouhtc,0
s1k9ye9o,0
2m71hssb,3
elrqvslw,4
f90km3tz,4
k3ny9v20,0
yar821uz,1
vgww4fyb,3
8dalfyo1,3
750cehlx,2
slg6mm1z,2
xyvgiui9,3
kkhzlm72,2
jeyn9382,1
kkzmpjrh,1
t7zewviy,4
twbozd1a,1
t7o75rh8,4
lx6dut07,2
6g5g79or,4
7875aud9,0
k9tr74qg,0
efqjg02u,0
1g463sdy,3
gfliji18,3
k0axycel,3
os6zle6k,2
whef0vot,0
qtxhi15c,3
qzcuctsu,3
flsehuds,4
3qsqcq30,4
o30ubmc9,4
7c7bo119,3
xp9n56ny,2
xtxmgtt0,0
iaakytt3,4
imj70e3p,4
15ahdbvz,0
b0oih5cs,2
k30lvylk,2
fxhkc856,4
wpr97y2l,1
ofn1r4kz,2
36u8ueih,0
x74d0gjy,0
v5g10ur5,2
l8a78e9r,0
ivh6t1nt,2
mjsrd9q4,0
6nouhfj7,2
upfln4rx,1
yj38xrg2,2
gzr7txcb,2
48y1o4iz,3
asnwywrr,3
atatj9a3,3
y36ddfgs,4
3jonou9i,4
y4x41dnt,1
cagrp2u4,1
dtbh55rb,0
c76ub7l8,0
v1zocfi4,3
o6l1f90s,4
9bp4m18o,3
1bj9rm7p,0
yxdw2zcf,0
zw0ldalm,3
jegqtoam,2
dvlnknd6,3
69ugnekr,0
cpprcjiw,0
vhdk8lw2,1
lm349el8,0
hl88kzru,4
in3oeuvt,0
yt8qzpky,0
32orwixz,4
2c9ros7y,3
t2m6twd1,1
xmxb9yo1,2
8pajssuu,3
qo1vsmad,1
o8e7flqh,0
rrpzlk3e,0
4xyf9igf,4
u8iogxpb,0
whvnzh13,2
cd5glqj5,4
sxvwvm4w,3
3zkwdeek,0
gyspengw,4
yx9trflq,0
bmae38sr,0
yo4rcb1k,4
jtgq01te,4
e13n3bzt,4
9d31k9qm,4
3p91i3vm,2
zwffhhcm,0
ktlzkj49,0
yd82795e,2
5iz31yru,4
joqw5dsk,1
7n8la100,2
qxmcthph,2
j3muurmy,2
bd2qe4pa,3
8hyexf7j,1
xjn6fokz,3
ixzareiy,0
az39pecn,2
0dl5e11e,0
9ftaxp0w,4
foy4dd1v,3
n8lfjdtv,0
v2y4xkss,3
0kb68rer,0
vt997e4u,3
ny181acj,0
bc2swsoz,3
ctwjlsh3,0
tow4ycz0,4
4cdpqvl0,0
0ezzf8s2,3
zge2j51b,4
3jczucqm,2
runjdu0i,3
sb5iqnf7,0
4t60ploz,2
jcns6g29,4
8cqk4lta,0
hukwqvr1,2
h61iaoim,2
458ax40d,1
tirc9zd7,1
6szn9dde,3
3cup8ijl,2
2z0ljch2,1
vffqot8h,0
ljefy3zb,3
4ldimsyj,0
9boq0iq2,1
fa39e3nw,0
xuj3ac6p,2
e63lbqgu,2
3obyghgk,0
5bwikotc,1
keh5sw22,3
92mtr6sn,1
glh62c9t,1
199dxj37,4
c9h42m44,2
gv3z6bz8,3
uug95rlr,4
dihsa7he,4
z74lav71,0
448n7odk,0
ef828xg8,4
y72ivgly,4
e088o98b,0
v78hu7f0,4
i9g5dzx5,1
qjicjdan,0
085rntdr,3
5xyfc4kl,1
8cgn0t6d,4
vwrb7f6f,3
dhgzz0jk,0
ibu4fmpk,3
xvhagkc4,4
lorxdtg5,4
nqjqijc1,0
ydmt8vt4,2
3pt5r5rc,1
6zs62ywe,2
1g983ep9,2
p9w4j66c,4
noljq52w,0
spofv177,0
udktmonr,0
vbjfvyb6,2
li076a3k,4
krzd5e9p,1
3jpxgh30,3
153sflse,0
45bg34iq,4
7zj3sweb,2
nvg5vmf6,4
0yknfu84,4
xyjoa21a,2
6xvaj2k8,3
xpnmjqy3,3
odsx4nxv,4
kdc9x5jz,1
6kf1622v,1
xyzx9jpn,3
bzug0it2,4
6ys445gd,2
ej31gymd,4
m0l2ljk4,2
q5v7c6s5,1
nkb4ehou,4
6qlz2rwg,0
waj1g1r1,3
dwwo8nbh,3
nal3gywi,1
ymenvg3k,2
k0vm59m6,4
mg87oi0e,1
0vgnxb5j,4
tb9xxayp,4
ntrfzwkx,3
xjve3dze,0
edhhjshz,3
kbrh7lay,2
64yfds0d,1
ji9kqdgb,0
k2l0d1b4,1
xgmpw5d3,4
go8jn42x,1
2ezc7fov,3
2ygnmby4,2
9e7eobjl,3
zy1uu9ym,4
szdximyn,2
4u9bxf44,3
5cri8bix,3
oiq2q4qe,0
rxdouadv,4
ei3zrrhf,3
4abufwbu,1
cjg8vuaz,1
xkdq95g3,4
v23gxj0m,1
qvindh4s,4
pfdrwb2s,1
erev361x,2
snbti22n,3
v01zderi,1
4k5ogz2u,3
eaxylnfx,4
j4pnjy1o,4
2rntjlmz,4
04x0qzfh,4
omtzzf8a,2
df7pchcb,0
n9wszv83,0
xphx2kbv,4
sigbiaf9,0
2movs0cd,2
k36m8jvh,2
7ujodck8,2
2853uy8u,1
118qqvae,1
cw9yil8s,2
a3idy3c7,0
rm6j8y6r,2
h05hhiwf,1
d7yxw1tb,4
rwr965r9,4
6khub2rt,3
soyg9zqy,4
ahulwjti,1
qwnrhzn4,3
kgeuidji,2
pnf8f3gr,1
94sz2kuu,2
oyc3rwqm,1
mu7jae58,4
huxg2myr,4
06nkwfg3,0
mwu4cfil,4
kjxjq5nv,4
8oga0x7z,2
cgdc5tao,3
1cjfx5li,4
kwe4bx4l,3
r9tjq8zg,2
vwwusxlm,2
t2pnjka3,2
4mqa78ra,0
pkianouo,0
f0onjpi1,2
63yk03o4,0
gkwwjwga,1
btgdjz0i,0
frml29q2,1
l48c1cqg,0
433e1i1p,3
0bq1s9ry,2
llwb7sjw,2
h55hewlg,0
je2ab2rv,1
ndfdw79w,0
cxz2ei92,2
12pgyme6,4
rpkzggm0,2
j36tcfkj,2
nawnga41,4
izxtnsrt,2
wlxdsc4e,1
5hrdu4xs,4
zjnvc7hr,2
6c2cu7on,0
z3jbck88,3
d0tgsiwg,3
0odwmqx5,4
ggomf9pm,1
l9ln1p0v,1
uh17j8qo,1
09vs9kkh,4
4a3yjtu7,3
fbmenui3,2
do7002g3,3
yu6vk0uc,2
c1m3o55i,2
xva1nkbt,2
fshb0oqv,4
shkoecub,2
ods1eeur,0
xhw0ic1l,1
7dypmlva,3
k9w9pfb3,4
hn14eb87,2
53ayeqah,2
thsjr0fz,2
auxbgk2w,2
bxanj4x5,3
a5xin9dl,1
5tgsq7ai,0
tmofmmwi,3
9s3w563b,0
tkf6xdn8,3
wwiif86l,2
thet25lz,0
se99f77l,0
u8el5015,0
oop767j2,1
dg1wjuii,1
ymyrsvzn,2
4regb1aj,4
o091c795,2
rlqiob0n,4
lw0vs52s,2
q3b9so0u,2
swbkok3q,0
pwbsf3q0,1
e27zeoqg,2
vzhqjy62,2
zeeqnsn2,2
s8nn16ux,4
f5gzpl1q,4
weehwjq4,0
ta5ivroc,2
vitwu3bf,3
xb4y4k7b,4
pgyvyv2g,1
qu7dknnc,2
ptkezjss,2
zwd0w9ry,4
79kvls9m,2
euswrgvz,1
9aawe429,2
omuwahk2,3
lslaym0w,2
bglmy62x,0
rw6tm2o0,1
4k0lthy2,1
5m8kb9w4,4
uov51zlb,2
oriq8hke,3
226parsg,0
70s1f537,1
ye0qzsa7,4
yvdqbsxl,3
ul6lgjlp,2
efjawshm,1
lfzkicwm,2
peqydbpg,3
vv4zwl3z,3
yt91qe37,4
qqyzqii4,1
w6ozx25q,4
brmqg1ve,3
d32lx2to,1
owt9nm3v,4
2p2tixc7,1
urvqt3g8,2
cd31nrxd,1
356wafft,0
ouhylu6k,4
7p9mda9o,1
ekntbz3m,4
55izolnn,4
txrgn74f,4
9yecazrp,3
9dxoq2vp,4
gstqmgvu,0
4isotn9u,0
zeryf099,3
2qc6dr08,1
cw2lbm2q,4
sq0p82kb,1
700ucrgb,3
93wkcs4k,2
ek4aegvf,1
q3jzr25m,3
df7fr91i,2
pwh0mx1e,2
gok01tnz,4
rf5a7qy8,0
yb7w8p74,3
mjdxo100,0
vhmygty3,4
addqhkga,4
d7x48wze,2
4ex6u86z,1
jq7w7jp6,3
1lfc1nlc,3
8jpr7vgr,2
f1hx6zdc,0
ujq6fx7x,1
jz6us7rp,3
422ta83r,1
t8cq1xgb,2
ngz6wmdw,0
0fgzvrct,1
lt4q9bc2,1
be3yqy5f,3
u7bfxq7b,4
zegbl2qg,0
v3dr2h2p,2
39yl9ue4,1
21vmefoz,3
tp7bd4w1,0
aragdx5o,3
31yhxso7,1
vbgr8w2m,0
aietdn1t,1
h1xjg2y8,4
rgybxkpm,4
21b07g2r,0
e6zvlhyl,0
2ld05nhq,4
r6f7qnez,0
w9heyce4,1
qgm5v2ww,0
g84d4r9v,0
4k00ilu6,3
vfua9bq1,4
btr23qiu,2
a08ekxdr,3
kz40aq15,3
o2nqw4c6,2
lbpj8t22,3
c50b8y5d,4
nwnguczh,2
9ier7u8h,4
0imjyjcm,0
rsezytkw,0
2837c6qc,0
6k8djzr5,2
swk8temp,1
xkc5i8xo,0
mxlvz4qk,3
e2gjr81b,0
mqf7zk94,0
yxfiblej,1
gublmntf,2
k7orfqla,4
09lzrk79,4
ufu6py06,2
ftlo4qdb,1
xvh7katq,2
ydshlv76,1
mf4nnkm9,2
5d0p92k3,2
8p6fvdhr,3
59c81do6,1
ouz1egnt,3
b34kuqaa,0
j84rx6pr,1
yiej9c0u,1
u5wryesu,4
4fcl5efj,0
p6mkt7s1,2
gd1t53yk,3
yydu3asn,1
rm6dfhg6,4
w3stt1eq,0
c37rln36,2
v1mzb3i4,0
fieecy2c,0
11bd2sce,0
jcy127h6,3
gmd478mf,3
s0iuduah,1
gk6t9dhs,1
znvp8gmn,0
hie9ede1,1
zublekvl,3
9ptk4gc4,4
ryg9rdpx,4
dfovd79c,4
9mv9e40k,3
zuj2xorv,2
ork1djrw,1
edbcy8ny,3
fwdc112h,1
xrjm4t8b,1
p6nlnqbu,0
4kzrezrd,1
yxyur4so,0
r8wm9lbb,4
4m0a6mdm,0
mmxixv6c,0
kmalq5u6,1
jzv9nou3,4
dyms1mwn,0
pr424tkb,1
9oi0d4dm,0
c2rh2xk2,1
pthowq1g,1
az5uh80q,3
7tw1puws,0
nffykpl3,1
cho3xjvo,3
egi3qupx,0
bfej2xg4,0
8ra4dv56,4
onxd70fe,2
07s387j5,4
ie3lvo0i,2
pfg8pjvr,4
n8lpy857,2
nz3a8v4x,2
7y2itl8n,2
3e54n6o9,2
jd3ih66w,0
51ob537q,0
o4z533zs,4
mv30qabx,0
w2eowlcf,2
s8314y2l,4
r0jy32ho,1
g585i87x,4
w69hzgop,2
jdn8ezp7,0
qyezg52k,4
re4v9kyp,3
ofkjw6ny,0
qaelyyzz,2
0jdcli69,4
78v0bjwk,1
on8uujs7,3
5eltfebe,0
5407k5w1,1
jl6l91f4,4
x2bfibjz,1
p97bmzrr,1
45ed5ggs,4
j6vv8suo,0
c1y5ayyo,4
v84fc3xq,2
8va8x8l0,3
08uhbxlb,4
c8nog85d,2
4f2k1xer,0
p3lyex3s,3
r5rup13w,2
ppbmqiyf,0
rwskp6rf,0
e64skbcb,0
dpdxujjc,4
sexggoc5,1
kvqywj85,0
gg0v5dta,1
egry58vr,0
w9myyoke,1
aea84hxx,1
pw2gkqra,4
ffz8q4vh,3
u4bawz94,1
0vtkrrvw,1
y3rztplc,0
6prr7mza,2
kgmih6mv,2
4xekz83y,3
0224wk0y,3
ehvdo9kh,0
ba5mf36b,4
cpweijmm,3
b5jfysyz,1
7pq4ddv2,2
83bdw56f,2
kps0dxme,1
4po1i3ms,3
dn1mxf1p,3
i2ooq42n,1
bfa37dl9,3
fc1xx6cw,4
zxskoytk,0
06akt7zq,2
ht2xz52o,1
hkbm00e9,3
kdts1fb2,3
vi109dcn,3
wmbxek0q,3
929u6wtv,1
mk2zyzsi,2
lu3ndz3c,3
c5rqnsvs,4
ojrpp7r9,3
3fezez5e,4
hr07n8vo,2
eubfn9kr,3
2fvb66h3,4
rem5puu6,0
2rzv1sqq,3
q5l2xoio,3
t860x5zu,0
2zueugwu,1
bugr6e7g,4
a2iz5p3v,3
ob5apo4l,3
jedgfjdl,0
ogwlacol,0
oln3eh1v,4
r1necqor,4
oi5j8yit,2
2kodwh8n,2
92tp6qaq,0
3k8a7rv4,1
nmwvsb0u,4
koefukpv,3
8lymj1qi,1
9mqvayxa,1
r6yo6z1t,3
2xcb3yym,2
33mg1zaq,3
7qhak7md,2
wkzirnk6,2
zhh3o5ur,0
txuyucec,2
juis2gy9,2
ytjuq7x7,2
b7p9jyqn,3
15ikpqah,4
cua09pci,3
flwdr3vw,1
mjdimbm2,1
71w1wudc,4
bl4ce7pk,2
wcyuknd1,2
ivxan25w,2
m72qlgdv,3
c2guwjp0,4
qi2clp81,2
l51flmna,1
vycs44ph,0
h62myz9v,0
lu8wpfq2,2
bhaiiwi0,0
8l0hg9nc,2
bekgv1bb,4
hg5zmtga,2
46ayn2d7,1
ki3x7995,4
5cf72gnn,1
v9ibwgt2,3
lb25485h,3
cqxcs1xs,3
rqlnzzrj,0
o7vbhh5o,0
l5u7nted,1
qmvqwpqo,2
2lngixmc,4
4sx27dcb,4
om2zkf5b,0
1sa3y5t3,2
7szpf9s9,4
ehwhg0u4,3
3qlx3f2x,2
hdcv4bkt,0
cv1ltwbj,4
9uu2bl7a,2
mkoh109z,2
do0d3fvn,4
v4kfq5dz,4
53x1f8s0,4
x7m2mm4p,0
61nhvcfw,3
r2f5t82d,1
dl7fkndg,3
1jrj5xfe,2
ub4o47en,2
48nysj5y,4
wx0i3a4k,3
focnqdqx,3
6qd0771h,0
ll9rzrkb,2
fqxlbvn7,2
nprb58yj,2
wdcokz5s,1
yj3d6m1f,2
mpryfzmy,2
oa2vcywl,3
9700lfqf,2
5e8osaq3,3
eq8dh9pt,2
fnm88ua3,4
a6s5zxqo,2
mts1egpg,2
vtn4ypkw,0
7493dxwo,3
r17dpubk,3
piqnhqe8,1
6o3z0ani,1
k5j42oi6,4
oafn33vm,2
89i9gx32,2
uew9g6sp,0
d2sw24wj,0
t8hdpwvb,2
z7cn0eqw,1
mi6kti22,3
1xj7wwud,0
qvdk6drn,3
4orac8cy,1
nl63gagu,0
vb99rwtf,1
07gbasf5,4
ehlh07jr,4
8mtk0rso,4
ggy5kov1,4
l28r5p03,0
wvpunwcg,3
bsvk3x8m,3
bgl2mcxn,1
2elalq26,0
unvsdkv5,1
4c6p1llh,1
2r9pegln,4
ukx496k4,2
o67bxcd2,1
0j1oulwo,4
zq48enwb,1
badlypgg,2
6n6975j2,4
d8clw3jg,4
eqe5158o,4
qesux9l0,0
ijkcu5x0,4
hc8cah3g,2
dhvs41lq,1
fs6hn95s,1
2gkfl5xf,1
50i6gbxq,3
j7dpfssb,1
jdx0pkov,3
trpyx8hb,1
bjcdiwzo,0
d05jh2mk,4
v0dszrk6,1
ilcg6far,1
mgjcy4v8,1
urid3u94,3
sgfdk0q0,0
9jrnamz6,3
146vey0a,3
94xfri09,2
m0g8w85y,2
6q8sjy5o,4
p9lbsmwp,2
q82k8ryq,2
f8wxkk2a,0
bkvblpxa,1
jmk4x1fd,4
j9hvchrm,1
3wp8djkl,1
uyluyhet,0
kduwtn5p,1
epl7zqpp,3
oau8p1wk,0
isetuk1o,0
oa35qbb3,4
xmdkrlc0,1
y0bhf0ri,4
y4kl9ary,2
eavedhr3,3
pceo934t,2
3y4wpwg3,3
xg0trky8,1
ryozdppb,0
quakx6wb,2
68q0j9m4,3
smzocxmz,1
mz2k1ko6,3
xnqxu71s,4
el8mwob4,2
fdd7r193,2
0i6g61pc,1
we4c1v47,1
lzn9uhjp,0
khf33guw,4
yh36motc,3
g06xr3ur,1
mwuecpnc,3
c2keivli,0
77jzc58c,3
u47soczd,3
q7jbmjm1,0
ft07x5ic,4
86z1b98v,2
wct8jbbs,0
xpk48ab1,0
3t4y0tb1,2
zppep69n,2
gpcivi05,2
2u9az3ce,1
gbmxikvr,2
ecjtr0m6,4
hz72kxsj,3
zsb6zwkh,3
e9i0hn3f,3
9zxqerbk,2
n3dkvr5n,2
bhgpbktm,0
av6763v1,1
m3pp00cd,1
nzy47quu,0
sfn07ea2,0
8ditmown,0
x23veulj,1
gqpq8r4h,3
c7jvlcg1,0
j5ewfwbe,2
by4ubzcz,1
jjy4mzvm,3
cpsiln3o,2
x5fl2mox,3
q9wfb76a,1
v3s2sumh,2
3b0n9cc7,4
isutp04s,1
brspj4ki,4
i1nq0ei0,1
5nms6xvq,3
pu3et1ov,0
ejklcp9u,2
w165aejt,3
70ebpy9e,0
576mouze,4
66vw9b0m,3
qoq4kreg,4
167d6vnx,3
npsv8dkm,0
u6u4pllg,0
f309hsuw,2
dkejp5k7,3
917xfh41,1
a68t2a3a,4
h7u0s3kd,1
z4ppj590,2
emc20lsj,0
ws1zl7p7,1
2l4x5bwa,3
en7yjf30,1
kh5840ac,4
uhgpjnvw,3
rxgkikr2,4
omrde51k,3
8lxeqlez,2
z1r2roik,0
s62c1jlo,4
po6j0m3l,0
oufhw8wl,1
va02dz61,2
txsnhft4,4
i26lh07b,1
a7dorfki,2
1ije2xe0,3
jdcz1oa3,3
vf02gvll,1
sajhjxqk,0
d8ur6tia,1
rontdi9o,1
inuxl39d,0
g5rifwr0,4
ui1jlmfl,4
uoay12tl,2
xlzs49cd,1
zn1f0fp8,3
bpg2r0to,1
kpk7yswn,2
xfshwzsj,1
q77z4es3,4
aofc9lgy,1
tlcqfmui,3
w7j35vlw,1
ojtxcf0k,3
jd2v1l1v,1
j35yrg29,3
d2ff5l6b,0
spxlseun,1
nrlst548,2
84z4ur2y,3
upmanqy0,1
hu97ng0a,0
psaldnj7,0
vbjrbzjw,3
83579wrr,2
513bb6f0,2
5ep4cwcd,1
t9gwa44l,3
z6v7s7o4,2
yc3s0dpj,0
hsg04ajm,1
muzuqed0,2
gv812hnc,3
0i4x6g1e,2
bzgflig5,3
gkzjrumx,3
qw3b4nth,4
zm32hzs3,1
2d1jqbex,4
gfvnnvbz,0
w5apmxd6,1
lqga3qup,0
o4jnmyk8,1
516sp18o,0
bs7587h9,0
1el88l12,1
qfaf5kci,0
hdiy4nrm,0
qyz6y3z1,3
de1e1630,0
pocr0vhv,3
1nm3v16x,2
eghpmxpk,0
n3b8pfy4,3
qcyd52al,3
unqr8o1k,3
jwv2qnrm,2
tn29tnyf,3
m7vh30qb,4
kern6yjm,4
k3tgmalw,0
vmb0idd0,3
wpj8yi34,1
0sqcnf9w,4
5n9c70pa,2
8jx54peg,3
jks4i2nr,0
1p02jyv6,0
yjoaoejv,3
9lhalckz,1
3vwlo7am,2
mpq0hzyj,0
b48wumh9,3
nklybwgm,1
p9a9uri7,1
ev4dh9ug,0
f10oo1pv,4
lnd581lt,0
o4rq3q7g,2
ktmqg6nx,0
9owwew9v,3
08liuqdn,4
05xt54fn,4
5g77lk6h,0
qiv929se,4
vl7fq8ab,3
y595cpjz,2
e1xtar0k,1
o31nzsxp,4
efj31ego,2
m62hdxc6,1
rijkq2zu,3
v1fkhnnk,3
8fwrpk0z,3
fknwbhkv,4
jz09owgm,4
f4ln5rgs,3
g6a8mlik,2
22xmq664,4
42sihxod,3
lctt058c,3
uij0yxiy,3
qbvtdg3c,4
6scivuqt,1
2lwhedht,1
hruu5e51,4
h3wqa1vr,0
gss8k5ij,2
ulp98rl9,2
qfcpk7pw,4
tg21hslt,2
dkvuff12,0
4vf89x22,0
j7q4kfmm,1
0qpop1o8,4
m291azhz,2
knl2luhh,2
s4dilrzq,2
8bxy6rkv,0
ndxjn7de,0
0l1offkh,3
diu1jtka,2
1c2zl46q,0
5gqqlyzj,4
0aeoorbt,3
6sapbs22,3
ruw0u92t,4
24d7v911,1
pjq50xcx,1
msy3paua,1
3aipjiyl,2
qx1um55f,2
1hgav42t,0
8llihkpj,0
7hme6p4n,3
p00nqohn,2
3dg60e1e,3
rv0lg92m,1
jeqa2o4m,0
84p4k9dx,0
oq8jxlfi,1
uefz1c25,3
xnofg780,3
3g5dfrlw,3
6jl2l5b5,2
6bnvsfa6,0
d9er94te,2
vwlq6exn,2
wzr04hhe,0
7icdo5di,0
gxl9ysu5,2
1epxu7b6,4
nbhgfb2f,3
lurmw3uq,4
hwtek17m,4
6j3rtxym,3
scnx8eiq,3
etk5lp9c,0
5so79h4h,4
a0mvf4s2,1
ni8tndfw,2
w41f7v4k,1
88k686qe,1
7ajul7w8,1
cof3138i,1
2xog4c8j,0
6e07fpy1,0
aeldwqxk,2
e0qc96mj,4
9n6eqv5y,1
21id9vvn,1
5x48pw5k,2
0jjsp49c,2
d3irvxd2,1
zu4ns7nv,4
v28ue1my,1
6po0m24u,3
s73w1yau,4
a8d7204j,0
3m9iqbq9,4
j2h1tlom,1
344mw04i,0
3dzxlrgn,1
jzm3618l,3
eu6zu1to,4
zhdv5ojz,4
to7d835k,1
uc9pbtyj,2
r39iixha,4
iaw4otuo,3
4uw590z9,4
2jn67lm8,2
e49ite92,1
srl3vzzx,3
t9qubwrp,1
8guucm5f,2
yczu80zr,2
z79hqtyl,2
u58ftyla,4
vzme9wt0,3
0iv1ggxr,0
ed8u8noz,1
emdmz5rg,1
oi9wm1sa,4
v9cng8ta,3
na6u48gw,2
ghm56vu6,4
z5gf3bbt,4
873lkmgs,2
6rv9777t,2
nqetmni3,0
gom6736z,3
4dsxlsut,4
othlqh7p,0
pcaduvl9,0
11zsb8lv,0
6tx0tbkg,3
8b350sgn,1
z6d86zch,0
hxa7hy7a,4
i33993n4,0
bfiy5pu5,1
wh50jyoo,2
k63rvwoz,1
qxiwe6rg,2
l7jy7otk,3
ude358tr,4
e9qdi3g1,3
3iwpfvb7,1
1ghlu8m8,4
7mhxofkc,1
ggxp5cit,3
uf8cyotw,0
g7nfdinu,0
31eiwucx,4
67xkwq0y,3
wm9q7ftm,4
fwg895na,1
2fqztio4,4
m7pp0pnn,0
lo0hhgh5,1
xw6t1oxh,1
fdxk31wb,0
htfnsgpy,0
8257ge0q,0
uz2z0kdn,3
upcj8mo7,4
65efuxq9,0
njc2goui,4
fezac2ex,1
va5e742g,1
rrdnwt2f,1
es5cs9ui,0
14nijcp5,3
2ay7ov50,0
ew25x1fv,2
k1pbcd6f,2
xnoq37kt,1
ll8sn5yz,2
7vxuqdrm,3
swjjjksl,0
66uml3so,4
jpx16f1k,3
yntl2ug0,2
5wh23gxr,2
irjutfvj,0
839ag77q,4
9vjuhbp9,1
vrnegn2b,0
4jtj27yh,4
6uamwjpi,4
wujt4ftl,0
h33hw8d0,1
9jrd4hqf,1
ghdiluvn,4
hdczp0nw,4
ntj5r2sl,2
rw4vnzvz,0
n2hloiki,2
vqa7izq2,2
nmnr06dj,2
in9rg4xv,4
349n1d6d,4
zbc7qk4k,3
6ilsidbx,0
287gt76i,0
3hzcd3ge,0
q10f7ia4,0
1sascebf,4
e54ukigd,2
ix1cnaq2,2
yotos87m,4
vz01sosr,3
2hvnkvon,4
nlhapwf5,2
20xkiaip,3
rqq5qob8,3
67kbqnxp,4
vmsr75rm,1
g7f9fzja,1
hsao2qwk,1
bsepr1b2,2
0uc87nxp,4
0jf6dnob,0
k8hup3ft,4
j6ac4jrc,0
q97rcq6w,1
948ju63l,4
xsy4vy32,1
i3pj7k99,2
bv2j3t4h,0
8qfdtn0p,3
lcfr7cl6,2
p3frb7ei,0
5r8vo4kv,2
fflncc2a,3
trd83x9a,4
ge9ny3mu,3
b6lbu9w3,2
ggo9dvws,1
3kcvjxzd,2
vyb4xz3m,0
